 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
61	obj61-val34328	6.13	5.50	43.21	4
62	obj62-val34848	6.18	2.94	11.04	3
63	obj63-val35368	5.91	2.90	20.73	3
64	obj64-val35888	6.34	2.12	35.71	3
65	obj65-val36408	7.72	3.81	30.17	3
66	obj66-val36928	5.32	4.44	34.99	3
67	obj67-val37449	5.02	2.15	62.65	3
68	obj68-val37969	4.45	2.94	76.43	4
69	obj69-val38489	6.18	3.70	69.78	3
70	obj70-val39009	7.19	2.14	2.49	4
71	obj71-val39529	2.37	1.96	54.46	2
72	obj72-val40049	3.42	1.75	26.57	3
73	obj73-val40569	6.50	2.92	29.17	3
74	obj74-val41089	8.66	3.10	31.48	3
75	obj75-val41610	8.85	2.98	18.74	4
76	obj76-val42130	7.05	4.67	32.12	4
77	obj77-val42650	5.91	3.59	12.99	2
78	obj78-val43170	6.33	4.01	1.30	3
79	obj79-val43690	6.11	3.67	43.03	3
80	obj80-val44210	4.30	2.09	68.84	3
81	obj81-val44730	4.39	2.05	49.18	3
82	obj82-val45250	6.55	3.28	14.68	3
83	obj83-val45770	4.74	4.32	72.55	3
84	obj84-val46291	7.53	3.34	26.03	3
85	obj85-val46811	6.91	5.22	14.04	3
86	obj86-val47331	10.68	3.33	20.66	3
87	obj87-val47851	9.58	4.32	27.90	3
88	obj88-val48371	8.75	2.18	17.42	2
89	obj89-val48891	5.26	4.13	6.01	3
90	obj90-val49411	5.68	4.36	59.30	3
91	obj91-val49931	7.66	5.99	53.81	3
92	obj92-val50452	5.57	2.00	5.86	3
93	obj93-val50972	5.65	4.45	48.24	3
94	obj94-val51492	3.07	1.77	46.97	2
95	obj95-val52012	10.39	5.21	19.49	3
96	obj96-val52532	7.21	4.37	12.76	3
97	obj97-val53052	7.64	3.35	5.60	3
98	obj98-val53572	13.48	2.63	8.13	4
99	obj99-val54092	8.89	4.25	4.27	3
100	obj100-val54613	9.36	3.97	16.97	3
101	obj101-val55133	5.69	2.18	20.22	2
102	obj102-val55653	3.85	3.00	74.05	2
103	obj103-val56173	7.92	6.24	20.56	3
104	obj104-val56693	6.87	4.27	27.65	3
105	obj105-val57213	7.64	4.49	28.61	3
106	obj106-val57733	7.18	3.98	10.84	2
107	obj107-val58253	5.43	4.62	25.91	3
108	obj108-val58773	6.90	1.58	17.20	3
109	obj109-val59294	7.10	2.26	40.60	2
110	obj110-val59814	5.15	4.27	41.05	3
111	obj111-val60334	5.14	3.13	24.30	3
112	obj112-val60854	5.24	3.48	5.04	3
113	obj113-val61374	7.76	4.31	17.74	3
114	obj114-val61894	4.65	2.92	11.31	2
115	obj115-val62414	9.92	4.28	28.12	3
116	obj116-val62934	8.39	3.82	16.26	4
117	obj117-val63455	7.59	6.14	24.44	2
118	obj118-val63975	8.75	2.78	32.32	2
119	obj119-val64495	5.37	4.43	23.96	3
120	obj120-val65015	2.20	1.76	45	3
121	obj121-val65535	7.70	5.02	45	2
