 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
61	obj61-val34563	2.86	1.90	2.49	2
62	obj62-val35012	6.77	4.23	8.65	3
63	obj63-val35461	7.07	5.32	61.86	3
64	obj64-val35910	5.59	3.64	21.80	3
65	obj65-val36358	8.11	6.12	16.50	3
66	obj66-val36807	8.16	6.37	14.53	3
67	obj67-val37256	5.56	3.59	18.92	2
68	obj68-val37705	6.60	4.03	24.08	3
69	obj69-val38154	2.29	1.75	36.87	1
70	obj70-val39501	7.20	4.23	50.53	3
71	obj71-val39949	7.38	3.82	21.12	4
72	obj72-val40398	4.10	3.13	84.47	2
73	obj73-val40847	5.42	3.89	31.50	3
74	obj74-val41296	6.57	4.84	15.59	3
75	obj75-val41745	7.51	4.85	11.31	3
76	obj76-val42194	5.56	3.47	75.62	3
77	obj77-val42643	3.99	2.81	73.50	2
78	obj78-val43092	4.66	3.04	9.16	2
79	obj79-val43540	1.57	0.94	74.74	2
80	obj80-val43989	6.16	5.00	57.85	2
81	obj81-val44887	10.39	2.26	3.37	3
82	obj82-val45336	7.30	2.63	7.97	3
83	obj83-val45785	7.79	5.57	15.35	3
84	obj84-val46234	4.94	2.28	3.69	2
85	obj85-val46682	4.94	2.36	21.80	2
86	obj86-val47131	8.62	4.23	19.13	3
87	obj87-val47580	1.09	0.53	49.40	1
88	obj88-val48478	5.95	3.03	12.38	2
89	obj89-val48927	7.12	4.96	3.58	3
90	obj90-val49376	5.25	4.69	53.13	3
91	obj91-val49825	1.90	1.62	21.04	1
92	obj92-val50722	7.31	4.02	14.53	3
93	obj93-val51171	5.56	3.13	73.01	3
94	obj94-val51620	9.42	3.99	8.39	4
95	obj95-val52069	7.62	4.90	17.02	3
96	obj96-val52518	1.98	0.54	51.34	1
97	obj97-val53416	8.85	6.09	19.75	3
98	obj98-val53864	3.06	2.84	71.57	3
99	obj99-val54762	6.58	3.08	15.26	2
100	obj100-val55211	2.17	1.54	65.22	2
101	obj101-val56109	6.12	3.31	60.71	2
102	obj102-val56558	5.00	2.30	18.43	3
103	obj103-val57904	4.36	1.97	10.30	3
104	obj104-val58353	2.70	1.72	25.35	2
105	obj105-val58802	3.04	2.61	16.70	3
106	obj106-val59251	7.69	3.04	32.74	3
107	obj107-val59700	2.28	1.25	36.87	1
108	obj108-val61046	2.46	2.08	14.04	2
109	obj109-val61495	4.17	2.56	10.12	2
110	obj110-val61944	2.31	1.67	43.03	1
111	obj111-val62393	2.37	1.46	75.07	2
112	obj112-val62842	3.36	1.23	58.57	2
113	obj113-val63291	2.45	1.30	64.98	1
114	obj114-val63740	15.98	4.13	3.61	4
115	obj115-val64188	0.84	0.45	18.43	1
116	obj116-val64637	5.57	3.79	8.33	2
117	obj117-val65535	NaN	NaN	NaN	1
