 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
35	obj35-val16668	148.75	20.66	2.13	157.44	15.42	5.74
36	obj36-val17047	92.50	19.68	2.13	104.63	15.42	5.58
37	obj37-val17425	55.60	21.16	2.62	47.07	16.07	4.76
38	obj38-val17804	58.88	18.53	2.13	61.50	19.19	5.08
39	obj39-val18183	78.72	20.50	1.97	81.18	18.37	5.08
40	obj40-val18562	77.24	23.45	1.80	84.13	29.03	6.07
41	obj41-val18941	127.59	28.21	2.13	116.93	31.98	4.10
42	obj42-val19320	182.20	35.26	2.62	184.66	36.57	4.92
43	obj43-val20077	73.64	18.37	1.80	82.98	15.91	5.90
44	obj44-val20456	73.64	21.98	2.13	59.53	21.32	5.74
45	obj45-val20835	194.18	23.62	1.48	196.64	15.58	5.90
46	obj46-val21214	57.24	23.45	1.97	58.71	22.80	4.76
47	obj47-val21592	27.72	26.73	4.10	16.89	27.06	4.59
48	obj48-val21971	52.64	21.98	2.30	43.46	26.73	4.92
49	obj49-val22350	42.48	26.08	2.62	32.14	28.54	5.25
50	obj50-val22729	156.62	24.60	2.30	165.80	31.98	5.90
51	obj51-val23487	125.46	36.08	3.44	117.26	34.60	4.10
52	obj52-val23865	74.46	12.46	3.77	85.12	13.61	4.59
53	obj53-val24244	70.85	13.94	2.46	73.80	13.12	5.08
54	obj54-val24623	81.84	21.32	2.30	95.12	15.25	5.41
55	obj55-val25002	103.98	24.11	2.30	116.93	17.88	5.74
56	obj56-val25381	84.30	21.65	2.46	96.92	22.80	6.56
57	obj57-val25759	57.24	22.47	1.97	51.66	26.57	5.90
58	obj58-val26517	54.94	29.52	3.94	39.36	29.36	4.26
59	obj59-val26896	161.05	28.70	1.80	166.79	35.10	6.07
60	obj60-val27275	156.62	33.29	2.46	165.97	37.23	5.08
61	obj61-val27653	202.87	8.36	2.79	200.90	10.99	4.59
62	obj62-val28032	64.62	18.70	2.46	57.07	15.42	4.92
63	obj63-val28411	136.45	13.78	1.97	125.79	15.25	5.08
64	obj64-val28790	200.41	20.01	2.13	194.01	13.78	5.25
65	obj65-val29169	203.36	16.89	2.95	214.35	16.07	6.23
66	obj66-val29548	95.61	22.63	2.30	103.98	17.38	6.23
67	obj67-val29926	185.81	27.55	1.15	188.44	29.36	6.89
68	obj68-val30305	85.61	25.75	1.80	92.50	30.01	6.07
69	obj69-val31063	169.08	29.85	1.80	170.56	31.49	6.40
70	obj70-val31442	204.51	28.21	1.97	213.69	30.34	6.56
71	obj71-val32199	72.00	15.25	2.46	64.29	14.27	4.59
72	obj72-val32578	78.23	21.16	2.13	69.54	15.58	5.74
73	obj73-val32957	114.64	24.27	2.46	104.14	25.75	5.74
74	obj74-val33336	66.09	24.27	2.46	59.04	28.86	4.92
75	obj75-val33715	125.30	25.42	2.13	112.34	26.40	6.07
76	obj76-val34093	199.42	30.83	1.97	207.95	27.72	6.56
77	obj77-val34472	147.27	27.88	1.97	154.32	30.01	6.56
78	obj78-val34851	188.60	26.73	1.64	196.96	30.50	6.40
79	obj79-val35230	129.40	30.83	1.97	135.30	33.95	5.25
80	obj80-val35609	171.54	30.50	2.13	179.42	35.59	5.58
81	obj81-val36366	158.92	16.07	3.77	169.25	14.43	4.59
82	obj82-val36745	187.12	23.78	1.48	192.21	16.40	6.23
83	obj83-val37124	124.80	22.14	2.46	114.64	23.94	6.07
84	obj84-val37503	74.46	23.29	1.80	71.83	22.80	6.56
85	obj85-val37882	91.18	24.76	2.13	102.99	25.58	5.90
86	obj86-val38639	195.16	29.03	2.13	202.87	28.54	6.72
87	obj87-val39018	145.80	28.86	1.97	137.27	30.83	5.74
88	obj88-val39397	132.68	23.45	1.80	122.02	22.96	6.56
89	obj89-val39776	68.72	24.76	2.30	64.45	27.06	5.58
90	obj90-val40154	178.43	25.09	2.13	172.04	30.18	6.72
91	obj91-val40533	152.85	28.54	1.64	162.85	33.46	6.07
92	obj92-val40912	145.63	31.49	2.46	155.47	33.13	5.90
93	obj93-val41291	197.95	32.64	1.80	199.92	34.93	5.41
94	obj94-val42048	162.36	23.29	1.64	171.05	15.74	5.41
95	obj95-val42427	78.56	21.65	2.13	86.26	26.40	6.40
96	obj96-val42806	191.88	26.57	2.13	198.44	23.62	7.22
97	obj97-val43185	84.79	26.24	2.30	94.14	26.08	6.89
98	obj98-val43943	146.94	14.43	4.59	137.92	14.27	5.08
99	obj99-val44321	135.14	19.68	1.97	123	17.38	6.23
100	obj100-val44700	178.60	20.99	1.97	169.41	18.37	5.90
101	obj101-val45079	148.58	23.45	2.30	160.23	20.34	6.89
102	obj102-val45458	142.35	23.78	2.30	132.02	25.42	6.56
103	obj103-val45837	203.85	22.96	2.30	207.46	22.14	7.38
104	obj104-val46215	75.28	22.14	2.13	80.52	24.60	6.56
105	obj105-val46594	148.91	24.60	2.62	157.77	23.62	7.38
106	obj106-val46973	136.94	25.91	1.97	142.84	25.26	6.89
107	obj107-val47352	134.15	28.86	2.46	120.54	31.16	5.25
108	obj108-val47731	139.07	18.53	2.62	129.89	17.88	6.23
109	obj109-val48110	179.25	20.83	2.13	187.45	18.70	6.72
110	obj110-val48488	157.44	22.14	2.62	167.94	19.02	6.56
111	obj111-val48867	147.44	21.65	1.80	139.24	19.35	6.72
112	obj112-val49246	156.78	24.76	3.44	168.59	20.99	6.72
113	obj113-val49625	182.86	23.12	2.46	188.11	27.06	7.38
114	obj114-val50004	167.94	25.58	2.62	171.05	27.39	7.22
115	obj115-val50382	136.78	25.58	1.80	127.92	27.39	6.56
116	obj116-val50761	134.48	23.62	1.97	124.15	24.76	6.72
117	obj117-val51140	147.11	27.55	2.13	150.88	22.63	7.38
118	obj118-val51519	177.94	24.11	2.46	184.83	27.55	7.22
119	obj119-val51898	131.69	25.42	2.13	118.90	26.08	6.23
120	obj120-val52276	147.11	21.32	1.64	140.06	17.22	6.40
121	obj121-val52655	151.37	21.32	2.95	159.41	17.55	6.56
122	obj122-val53034	141.53	22.47	2.13	129.07	21.48	6.72
123	obj123-val53413	172.53	20.66	2.30	175.15	23.29	7.38
124	obj124-val53792	175.81	23.45	3.44	183.84	19.52	7.05
125	obj125-val54549	211.07	24.44	4.10	207.46	24.60	7.38
126	obj126-val54928	189.75	24.27	2.13	194.34	25.58	7.54
127	obj127-val55307	155.64	26.08	1.97	164.16	27.22	7.05
128	obj128-val55686	190.24	24.27	1.80	196.96	22.47	7.54
129	obj129-val56065	212.54	23.62	3.61	215.00	24.44	6.89
130	obj130-val57201	199.75	20.50	2.46	205.33	20.01	7.38
131	obj131-val57580	174.00	25.26	2.62	176.79	23.29	7.54
132	obj132-val58338	199.10	24.76	2.95	204.34	26.90	7.22
133	obj133-val58716	214.84	27.22	4.59	216.97	28.70	6.89
134	obj134-val59095	218.28	29.68	4.10	224.68	29.52	7.22
135	obj135-val59853	215.00	20.83	5.41	215.17	16.89	7.05
136	obj136-val60610	218.78	17.55	5.25	217.96	18.04	7.22
137	obj137-val60989	208.28	22.47	3.61	214.02	21.81	7.71
138	obj138-val61747	209.76	26.90	4.43	211.89	27.72	7.22
139	obj139-val62126	222.22	25.09	5.08	232.72	27.22	7.87
140	obj140-val62883	218.78	19.84	5.58	224.84	20.17	7.22
141	obj141-val64020	218.61	24.60	5.25	221.07	24.11	7.71
142	obj142-val64399	216.64	25.09	5.41	216.15	24.11	7.71
143	obj143-val65156	217.30	21.98	5.74	215.50	21.16	7.71
