 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
57	obj57-val31572	8.77	2.97	21.25	2
58	obj58-val32050	9.85	2.67	32.47	3
59	obj59-val32528	5.79	2.51	74.62	3
60	obj60-val33007	5.07	1.49	51.07	2
61	obj61-val33485	5.92	3.74	44.03	2
62	obj62-val33963	5.26	3.28	22.99	4
63	obj63-val34442	7.21	2.11	11.53	3
64	obj64-val34920	6.80	4.02	31.18	4
65	obj65-val35398	6.40	4.23	33.02	3
66	obj66-val35877	4.28	2.35	79.51	3
67	obj67-val36355	5.39	2.83	51.58	2
68	obj68-val36834	4.15	1.77	5.91	3
69	obj69-val37312	5.49	3.37	21.25	4
70	obj70-val37790	6.86	3.56	26.57	3
71	obj71-val38269	8.64	1.97	11.94	3
72	obj72-val38747	NaN	NaN	NaN	3
73	obj73-val39225	6.00	5.51	41.28	3
74	obj74-val39704	5.77	2.80	58.50	3
75	obj75-val40182	5.45	2.30	77.12	3
76	obj76-val40660	3.93	2.11	17.24	2
77	obj77-val41139	4.83	2.04	12.99	3
78	obj78-val41617	6.30	3.38	75.65	3
79	obj79-val42095	9.26	5.08	15.95	2
80	obj80-val42574	6.46	3.50	12.09	2
81	obj81-val43052	6.70	4.41	21.80	3
82	obj82-val43531	8.02	6.20	13.30	3
83	obj83-val44009	12.93	3.64	17.49	3
84	obj84-val44487	7.37	3.71	15.15	4
85	obj85-val44966	7.15	3.34	28.14	2
86	obj86-val45444	6.35	4.12	39.47	3
87	obj87-val45922	5.24	2.69	49.76	3
88	obj88-val46401	5.21	3.69	6.79	4
89	obj89-val46879	6.94	3.71	12.53	2
90	obj90-val47357	4.08	3.21	24.90	3
91	obj91-val47836	5.67	2.44	5.44	3
92	obj92-val48314	5.50	3.16	11.31	3
93	obj93-val48792	7.33	2.69	23.50	3
94	obj94-val49271	4.39	2.42	51.63	3
95	obj95-val49749	7.67	4.60	34.56	3
96	obj96-val50228	7.92	3.72	2.16	3
97	obj97-val50706	7.64	4.60	47.42	3
98	obj98-val51184	7.64	3.96	24.94	3
99	obj99-val51663	8.47	5.54	6.88	3
100	obj100-val52141	4.08	3.01	19.80	4
101	obj101-val52619	5.24	3.47	55.92	3
102	obj102-val53098	4.42	2.85	78.31	3
103	obj103-val53576	5.46	5.11	33.34	3
104	obj104-val54054	7.21	1.83	49.76	3
105	obj105-val54533	7.09	5.14	78.23	3
106	obj106-val55011	8.67	2.42	17.35	3
107	obj107-val55489	5.11	1.01	16.70	3
108	obj108-val55968	8.12	3.21	3.24	2
109	obj109-val56446	6.27	2.58	6.95	3
110	obj110-val56925	7.08	2.43	4.57	3
111	obj111-val57403	4.49	2.84	24.78	3
112	obj112-val57881	2.50	0.84	42.71	2
113	obj113-val58360	4.68	3.79	72.76	4
114	obj114-val58838	3.94	2.99	70.82	3
115	obj115-val59316	6.06	1.32	20.10	2
116	obj116-val59795	7.51	4.32	42.71	3
117	obj117-val60273	3.47	1.98	85.43	2
118	obj118-val60751	1.74	1.49	24.44	3
119	obj119-val61230	5.40	3.82	27.30	3
120	obj120-val61708	3.16	2.40	27.76	3
121	obj121-val62665	6.29	4.25	9.93	3
122	obj122-val63143	3.89	1.92	59.42	2
123	obj123-val63622	4.16	2.71	32.62	3
124	obj124-val64100	6.24	3.85	19.57	3
125	obj125-val64578	4.43	3.31	16.39	3
126	obj126-val65057	2.76	0.57	30.96	2
