 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
74	obj74-val35826	9.14	4.50	61.39	4
75	obj75-val36263	4.34	3.46	45	4
76	obj76-val36700	5.63	3.40	12.53	4
77	obj77-val37137	4.65	3.34	51.07	3
78	obj78-val37573	4.71	3.57	28.18	3
79	obj79-val38010	8.13	4.80	2.05	3
80	obj80-val38447	5.69	4.70	15.12	4
81	obj81-val38884	4.52	2.65	65.22	4
82	obj82-val39321	4.45	3.07	5.36	3
83	obj83-val39758	5.61	3.37	70.02	3
84	obj84-val40195	6.84	5.38	38.85	4
85	obj85-val40632	6.09	5.04	12.80	3
86	obj86-val41069	4.34	3.38	63.43	4
87	obj87-val41506	8.05	3.96	5.60	3
88	obj88-val41942	4.12	3.51	74.93	4
89	obj89-val42379	4.34	2.50	72.76	4
90	obj90-val42816	8.64	4.67	38.81	3
91	obj91-val43253	5.89	2.05	2.86	3
92	obj92-val43690	9.26	3.18	15.00	2
93	obj93-val44127	5.07	4.02	85.36	3
94	obj94-val44564	4.06	1.42	65.22	3
95	obj95-val45001	8.54	5.17	8.67	3
96	obj96-val45438	5.26	1.93	33.69	3
97	obj97-val46311	8.07	4.98	20.43	3
98	obj98-val46748	6.24	3.80	21.54	2
99	obj99-val47185	6.27	5.42	14.86	4
100	obj100-val47622	6.53	3.74	13.45	4
101	obj101-val48059	5.61	4.32	20.56	3
102	obj102-val48496	5.13	3.49	50.83	3
103	obj103-val48933	1.46	1.06	78.69	2
104	obj104-val49370	6.83	2.56	35.27	3
105	obj105-val49807	6.39	4.59	30.74	4
106	obj106-val50244	6.45	4.18	5.19	3
107	obj107-val50680	7.50	5.01	9.64	3
108	obj108-val51117	3.58	3.29	86.05	2
109	obj109-val51554	5.16	2.80	28.07	3
110	obj110-val51991	8.10	1.79	3.12	2
111	obj111-val52428	7.56	3.21	3.30	3
112	obj112-val52865	5.06	2.25	25.02	3
113	obj113-val53302	4.69	3.86	20.77	3
114	obj114-val53739	6.00	2.93	3.50	3
115	obj115-val54176	5.49	2.78	25.82	3
116	obj116-val54613	4.05	2.07	31.33	2
117	obj117-val55486	3.98	1.95	51.34	3
118	obj118-val55923	7.08	3.22	3.43	3
119	obj119-val56360	4.50	2.43	29.25	4
120	obj120-val56797	6.01	3.40	4.29	3
121	obj121-val57234	3.75	2.40	76.50	3
122	obj122-val57671	3.49	2.33	72.35	3
123	obj123-val58108	3.88	2.55	81.57	3
124	obj124-val58545	3.43	0.92	14.74	1
125	obj125-val58982	5.54	3.98	85.36	3
126	obj126-val59855	6.43	3.08	3.65	4
127	obj127-val60292	4.93	3.84	8.97	3
128	obj128-val60729	5.91	2.95	18.43	3
129	obj129-val61166	4.63	1.99	9.73	4
130	obj130-val61603	7.07	5.43	68.88	3
131	obj131-val62040	4.12	3.44	6.12	4
132	obj132-val62477	6.53	3.21	27.70	3
133	obj133-val63351	6.36	2.93	71.94	5
134	obj134-val63787	3.15	1.62	57.72	3
135	obj135-val64224	3.33	1.97	79.70	4
136	obj136-val64661	4.22	2.71	84.09	4
137	obj137-val65098	1.06	0.71	29.74	1
138	obj138-val65535	4.51	1.15	73.50	2
