 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
71	obj71-val34747	173.18	11.64	3.44	176.63	12.14	7.05
72	obj72-val35187	177.78	16.07	2.79	179.74	15.25	8.04
73	obj73-val35626	174.66	20.99	1.64	178.43	19.02	8.69
74	obj74-val36066	159.74	19.19	3.12	159.90	12.63	9.02
75	obj75-val36506	164	16.73	3.12	168.76	15.09	8.86
76	obj76-val36946	158.59	21.48	3.28	155.80	20.99	10.33
77	obj77-val37386	164.16	21.65	3.44	174.33	25.09	8.53
78	obj78-val37826	109.22	30.18	7.38	117.59	29.36	7.71
79	obj79-val38265	142.02	30.34	3.94	148.09	34.93	7.87
80	obj80-val38705	166.79	16.07	3.94	176.14	14.27	8.20
81	obj81-val39145	133.17	20.17	5.08	126.28	17.71	9.51
82	obj82-val39585	163.02	22.96	2.79	158.75	27.88	9.18
83	obj83-val40025	166.95	26.24	3.77	172.36	27.88	8.53
84	obj84-val40465	148.09	24.60	3.28	150.55	28.37	9.18
85	obj85-val40904	162.52	20.01	3.12	164.82	17.22	9.68
86	obj86-val41344	103.48	21.16	6.23	113.98	16.07	8.69
87	obj87-val41784	144.65	23.45	4.26	143.34	30.67	9.18
88	obj88-val42224	163.02	21.16	3.61	166.95	20.83	9.84
89	obj89-val42664	136.61	22.14	4.92	134.48	30.01	8.53
90	obj90-val43104	133.66	31.16	6.89	127.10	20.99	7.38
91	obj91-val43543	155.80	32.80	4.92	154.16	31.82	8.36
92	obj92-val43983	133.99	25.42	4.26	142.02	33.62	7.87
93	obj93-val44423	147.93	16.24	4.92	158.26	14.27	9.35
94	obj94-val44863	137.76	21.32	4.76	136.94	18.86	8.69
95	obj95-val45303	129.07	29.03	5.74	118.57	29.19	8.04
96	obj96-val45743	143.99	16.89	4.59	136.28	13.28	8.53
97	obj97-val46182	122.51	16.73	5.58	130.22	11.64	8.20
98	obj98-val46622	146.29	22.63	4.43	152.36	17.71	10.17
99	obj99-val47062	162.20	20.99	3.61	160.39	18.53	10.17
100	obj100-val47502	146.45	20.34	4.43	141.37	24.93	9.18
101	obj101-val47942	146.12	12.46	5.41	150.55	9.84	8.86
102	obj102-val48382	144.32	16.73	4.59	148.58	13.12	9.68
103	obj103-val48821	136.94	21.65	4.92	127.26	20.01	9.35
104	obj104-val49701	150.88	26.40	3.44	147.44	32.31	8.53
105	obj105-val50141	141.37	19.68	4.76	133.00	16.24	10.17
106	obj106-val50581	141.70	19.68	4.76	147.60	16.89	10.00
107	obj107-val51021	134.97	20.01	5.74	134.15	21.16	9.18
108	obj108-val51460	111.52	21.81	6.40	126.12	18.20	9.51
109	obj109-val51900	115.95	23.94	6.07	128.08	24.27	9.18
110	obj110-val52340	140.22	20.34	4.76	141.70	28.70	9.51
111	obj111-val52780	145.96	24.76	4.43	149.90	27.06	9.68
112	obj112-val53220	113.32	14.92	6.56	107.26	14.10	9.02
113	obj113-val53660	151.21	19.84	4.43	154.65	19.35	10.50
114	obj114-val54099	102.83	29.52	7.22	116.93	27.06	8.20
115	obj115-val54539	113.00	15.74	6.56	120.54	13.61	8.53
116	obj116-val54979	110.21	21.98	6.89	114.64	17.06	9.84
117	obj117-val55419	97.42	17.71	6.89	108.90	15.58	9.35
118	obj118-val55859	106.11	22.80	6.40	119.23	24.27	10.33
119	obj119-val56299	95.78	31.16	8.86	83.97	30.50	9.51
120	obj120-val56738	98.89	14.10	8.86	87.74	14.92	9.18
121	obj121-val57178	99.06	21.32	7.05	110.70	20.50	10.00
122	obj122-val57618	107.09	25.42	8.53	94.63	30.34	9.51
123	obj123-val58058	81.34	29.19	7.71	74.46	28.86	11.15
124	obj124-val58498	96.10	27.39	7.38	101.52	20.34	10.82
125	obj125-val58938	97.58	21.98	7.05	91.02	23.62	11.48
126	obj126-val59377	45.92	10.82	8.53	44.61	15.91	9.84
127	obj127-val59817	95.61	15.42	9.35	85.61	16.89	10.50
128	obj128-val60257	101.35	17.22	9.35	89.05	23.12	10.33
129	obj129-val60697	94.30	29.03	8.86	85.44	24.60	11.32
130	obj130-val61137	88.72	24.11	8.04	77.24	22.47	11.48
131	obj131-val61577	77.57	23.12	8.53	69.04	24.44	11.64
132	obj132-val62016	87.58	28.04	8.04	75.44	26.73	11.15
133	obj133-val62456	90.69	21.65	7.54	82.16	21.16	11.48
134	obj134-val62896	71.34	28.70	9.51	62.65	26.90	11.81
135	obj135-val63336	67.57	22.14	10.00	79.54	19.35	10.17
136	obj136-val63776	35.75	25.91	11.48	45.10	28.86	11.97
137	obj137-val64216	63.47	22.96	10.82	53.96	27.55	11.81
138	obj138-val64655	18.37	32.31	11.97	5.08	29.19	12.79
139	obj139-val65095	37.72	23.29	11.48	27.55	23.12	12.14
140	obj140-val65535	23.12	25.09	11.97	5.90	25.26	12.46
